Individual ,Sire,Dam,Family,Culture,Length,Block,pH,photo_ID,Malformed
401,S1,D2,3,3,100.945,1,7.5,T5_3_11.tif,yes
402,S1,D2,3,3,94.183,1,7.5,T5_3_12.tif,yes
403,S1,D2,3,3,101.987,1,7.5,T5_3_13.tif,yes
404,S1,D2,3,3,95.687,1,7.5,T5_3_14.tif,yes
405,S1,D2,3,3,108.611,1,7.5,T5_3_16.tif,no
406,S1,D2,3,3,99.942,1,7.5,T5_3_17.tif,yes
407,S1,D2,3,3,108.262,1,7.5,T5_3_18.tif,no
408,S1,D2,3,3,94.314,1,7.5,T5_3_19.tif,yes
409,S1,D2,3,3,97.994,1,7.5,T5_3_22.tif,yes
410,S1,D2,3,3,111.863,1,7.5,T5_3_23.tif,yes
411,S2,D2,4,1,99.712,1,7.5,T6_1_2.tif,yes
412,S2,D2,4,1,100.326,1,7.5,T6_1_2.tif,no
413,S2,D2,4,1,91.808,1,7.5,T6_1_4.tif,yes
414,S2,D2,4,1,94.343,1,7.5,T6_1_6.tif,yes
415,S2,D2,4,1,103.697,1,7.5,T6_1_7.tif,yes
416,S2,D2,4,1,103.287,1,7.5,T6_1_8.tif,yes
417,S2,D2,4,1,96.37,1,7.5,T6_1_10.tif,yes
418,S2,D2,4,1,85.815,1,7.5,T6_1_11.tif,yes
419,S2,D2,4,1,96.558,1,7.5,T6_1_13.tif,yes
420,S2,D2,4,1,93.479,1,7.5,T6_1_14.tif,yes
421,S2,D2,4,1,99.821,1,7.5,T6_1_14.tif,yes
422,S2,D2,4,1,104.704,1,7.5,T6_1_15.tif,yes
423,S2,D2,4,1,85.202,1,7.5,T6_1_15.tif,yes
424,S2,D2,4,1,100.586,1,7.5,T6_1_16.tif,yes
425,S2,D2,4,1,105.902,1,7.5,T6_1_17.tif,no
426,S2,D2,4,1,99.34,1,7.5,T6_1_18.tif,no
427,S2,D2,4,1,95.752,1,7.5,T6_1_19.tif,yes
428,S2,D2,4,1,99.965,1,7.5,T6_1_20.tif,no
429,S2,D2,4,1,95.28,1,7.5,T6_1_21.tif,yes
430,S2,D2,4,1,104.797,1,7.5,T6_1_22.tif,no
431,S2,D2,4,2,88.37,1,7.5,T6_2_1.tif,yes
432,S2,D2,4,2,82.743,1,7.5,T6_2_5.tif,yes
433,S2,D2,4,2,87.404,1,7.5,T6_2_6.tif,yes
434,S2,D2,4,2,107.566,1,7.5,T6_2_9.tif,no
435,S2,D2,4,2,104.702,1,7.5,T6_2_10.tif,no
436,S2,D2,4,2,105.618,1,7.5,T6_2_10.tif,no
437,S2,D2,4,2,103.307,1,7.5,T6_2_11.tif,no
438,S2,D2,4,2,102.104,1,7.5,T6_2_11.tif,no
439,S2,D2,4,2,79.957,1,7.5,T6_2_11.tif,yes
440,S2,D2,4,2,101.656,1,7.5,T6_2_12.tif,yes
441,S2,D2,4,2,100.091,1,7.5,T6_2_13.tif,yes
442,S2,D2,4,2,101.192,1,7.5,T6_2_14.tif,yes
443,S2,D2,4,2,100.684,1,7.5,T6_2_14.tif,yes
444,S2,D2,4,2,87.704,1,7.5,T6_2_14.tif,yes
445,S2,D2,4,2,95.235,1,7.5,T6_2_15.tif,no
446,S2,D2,4,2,95.872,1,7.5,T6_2_15.tif,no
447,S2,D2,4,2,96.531,1,7.5,T6_2_15.tif,yes
448,S2,D2,4,2,101.678,1,7.5,T6_2_15.tif,yes
449,S2,D2,4,2,97.293,1,7.5,T6_2_15.tif,yes
450,S2,D2,4,2,83.842,1,7.5,T6_2_15.tif,yes
451,S2,D2,4,3,101.84,1,7.5,T6_3_.tif,no
452,S2,D2,4,3,87.403,1,7.5,T6_3_.tif,yes
453,S2,D2,4,3,94.332,1,7.5,T6_3_2.tif,no
454,S2,D2,4,3,93.662,1,7.5,T6_3_3.tif,yes
455,S2,D2,4,3,96.772,1,7.5,T6_3_3.tif,yes
456,S2,D2,4,3,108.145,1,7.5,T6_3_3.tif,no
457,S2,D2,4,3,95.435,1,7.5,T6_3_3.tif,yes
458,S2,D2,4,3,100.54,1,7.5,T6_3_3.tif,no
459,S2,D2,4,3,98.961,1,7.5,T6_3_4.tif,yes
460,S2,D2,4,3,106.886,1,7.5,T6_3_4.tif,no
461,S2,D2,4,3,90.083,1,7.5,T6_3_4.tif,yes
462,S2,D2,4,3,92.839,1,7.5,T6_3_5.tif,yes
463,S2,D2,4,3,95.406,1,7.5,T6_3_5.tif,yes
464,S2,D2,4,3,101.948,1,7.5,T6_3_5.tif,yes
465,S2,D2,4,3,105.716,1,7.5,T6_3_5.tif,yes
466,S2,D2,4,3,93.986,1,7.5,T6_3_6.tif,yes
467,S2,D2,4,3,99.948,1,7.5,T6_3_6.tif,yes
468,S2,D2,4,3,95.924,1,7.5,T6_3_7.tif,yes
469,S2,D2,4,3,95.042,1,7.5,T6_3_9.tif,yes
470,S2,D2,4,3,76.774,1,7.5,T6_3_10.tif,yes
471,S3,D3,5,1,118.655,2,8.1,C7_1_.tif,no
472,S3,D3,5,1,110.991,2,8.1,C7_1_1.tif,no
473,S3,D3,5,1,123.428,2,8.1,C7_1_1.tif,no
474,S3,D3,5,1,116.047,2,8.1,C7_1_2.tif,no
475,S3,D3,5,1,117.017,2,8.1,C7_1_2.tif,no
476,S3,D3,5,1,119.262,2,8.1,C7_1_2.tif,no
477,S3,D3,5,1,119.14,2,8.1,C7_1_2.tif,no
478,S3,D3,5,1,116.021,2,8.1,C7_1_3.tif,no
479,S3,D3,5,1,116.608,2,8.1,C7_1_4.tif,no
480,S3,D3,5,1,123.974,2,8.1,C7_1_5.tif,no
481,S3,D3,5,1,109.269,2,8.1,C7_1_5.tif,no
482,S3,D3,5,1,119.196,2,8.1,C7_1_6.tif,no
483,S3,D3,5,1,116.468,2,8.1,C7_1_6.tif,no
484,S3,D3,5,1,114.076,2,8.1,C7_1_7.tif,no
485,S3,D3,5,1,117.637,2,8.1,C7_1_7.tif,no
486,S3,D3,5,1,95.651,2,8.1,C7_1_8.tif,yes
487,S3,D3,5,1,117.071,2,8.1,C7_1_9.tif,no
488,S3,D3,5,1,118.084,2,8.1,C7_1_10-1.tif,no
489,S3,D3,5,1,114.754,2,8.1,C7_1_10-1.tif,no
490,S3,D3,5,1,115.642,2,8.1,C7_1_10-1.tif,no
491,S3,D3,5,2,103.11,2,8.1,C7_2_-1.tif,yes
492,S3,D3,5,2,117.046,2,8.1,C7_2_1.tif,no
493,S3,D3,5,2,116.861,2,8.1,C7_2_2.tif,no
494,S3,D3,5,2,118.195,2,8.1,C7_2_3.tif,no
495,S3,D3,5,2,115.893,2,8.1,C7_2_4.tif,no
496,S3,D3,5,2,117.737,2,8.1,C7_2_5.tif,no
497,S3,D3,5,2,119.143,2,8.1,C7_2_7.tif,no
498,S3,D3,5,2,116.974,2,8.1,C7_2_8.tif,no
499,S3,D3,5,2,117.312,2,8.1,C7_2_9.tif,no
500,S3,D3,5,2,114.413,2,8.1,C7_2_10-1.tif,no
501,S3,D3,5,2,116.669,2,8.1,C7_2_11.tif,no
502,S3,D3,5,2,112.868,2,8.1,C7_2_12.tif,no
503,S3,D3,5,2,118.088,2,8.1,C7_2_13.tif,no
504,S3,D3,5,2,112.82,2,8.1,C7_2_14.tif,no
505,S3,D3,5,2,117.058,2,8.1,C7_2_15.tif,no
506,S3,D3,5,2,117.63,2,8.1,C7_2_16.tif,no
507,S3,D3,5,2,115.75,2,8.1,C7_2_17.tif,no
508,S3,D3,5,2,117.539,2,8.1,C7_2_18.tif,no
509,S3,D3,5,2,116.404,2,8.1,C7_2_21.tif,no
510,S3,D3,5,2,114.948,2,8.1,C7_2_22.tif,no
511,S3,D3,5,3,112.062,2,8.1,C7_3_.tif,no
512,S3,D3,5,3,114.195,2,8.1,C7_3_.tif,no
513,S3,D3,5,3,86.53,2,8.1,C7_3_1.tif,yes
514,S3,D3,5,3,112.276,2,8.1,C7_3_1.tif,no
515,S3,D3,5,3,116.676,2,8.1,C7_3_1.tif,no
516,S3,D3,5,3,116.472,2,8.1,C7_3_1.tif,no
517,S3,D3,5,3,117.916,2,8.1,C7_3_1.tif,no
518,S3,D3,5,3,114.284,2,8.1,C7_3_1.tif,no
519,S3,D3,5,3,116.6,2,8.1,C7_3_2.tif,no
520,S3,D3,5,3,113.793,2,8.1,C7_3_2.tif,no
521,S3,D3,5,3,117.565,2,8.1,C7_3_3.tif,no
522,S3,D3,5,3,109.536,2,8.1,C7_3_3.tif,no
523,S3,D3,5,3,116.785,2,8.1,C7_3_4.tif,no
524,S3,D3,5,3,113.854,2,8.1,C7_3_5.tif,no
525,S3,D3,5,3,115.218,2,8.1,C7_3_6.tif,no
526,S3,D3,5,3,110.054,2,8.1,C7_3_7.tif,no
527,S3,D3,5,3,118.071,2,8.1,C7_3_8.tif,no
528,S3,D3,5,3,114.779,2,8.1,C7_3_8.tif,yes
529,S3,D3,5,3,114.757,2,8.1,C7_3_8.tif,no
530,S3,D3,5,3,116.605,2,8.1,C7_3_9.tif,no
531,S4,D3,6,1,113.979,2,8.1,C8_1_1.tif,no
532,S4,D3,6,1,122.61,2,8.1,C8_1_1.tif,no
533,S4,D3,6,1,117.683,2,8.1,C8_1_2.tif,no
534,S4,D3,6,1,113.404,2,8.1,C8_1_2.tif,no
535,S4,D3,6,1,121.536,2,8.1,C8_1_3.tif,no
536,S4,D3,6,1,122.055,2,8.1,C8_1_3.tif,no
537,S4,D3,6,1,124.018,2,8.1,C8_1_4.tif,no
538,S4,D3,6,1,120.885,2,8.1,C8_1_5.tif,yes
539,S4,D3,6,1,120.582,2,8.1,C8_1_5.tif,no
540,S4,D3,6,1,118.744,2,8.1,C8_1_6.tif,no
541,S4,D3,6,1,119.523,2,8.1,C8_1_6.tif,no
542,S4,D3,6,1,114.984,2,8.1,C8_1_6.tif,no
543,S4,D3,6,1,114.542,2,8.1,C8_1_7.tif,no
544,S4,D3,6,1,113.854,2,8.1,C8_1_7.tif,no
545,S4,D3,6,1,117.662,2,8.1,C8_1_7.tif,no
546,S4,D3,6,1,118.853,2,8.1,C8_1_7.tif,no
547,S4,D3,6,1,122.799,2,8.1,C8_1_7.tif,no
548,S4,D3,6,1,119.914,2,8.1,C8_1_8.tif,no
549,S4,D3,6,1,120.95,2,8.1,C8_1_9.tif,no
550,S4,D3,6,1,119.332,2,8.1,C8_1_9.tif,no
551,S4,D3,6,2,117.991,2,8.1,C8_2_2.tif,no
552,S4,D3,6,2,121.274,2,8.1,C8_2_3.tif,no
553,S4,D3,6,2,122.385,2,8.1,C8_2_4.tif,no
554,S4,D3,6,2,121.94,2,8.1,C8_2_4.tif,no
555,S4,D3,6,2,122.189,2,8.1,C8_2_5.tif,no
556,S4,D3,6,2,121.019,2,8.1,C8_2_5.tif,no
557,S4,D3,6,2,120.027,2,8.1,C8_2_6.tif,no
558,S4,D3,6,2,119.678,2,8.1,C8_2_7.tif,no
559,S4,D3,6,2,119.06,2,8.1,C8_2_8.tif,no
560,S4,D3,6,2,121.653,2,8.1,C8_2_10.tif,no
561,S4,D3,6,2,120.24,2,8.1,C8_2_11.tif,no
562,S4,D3,6,2,114.662,2,8.1,C8_2_12.tif,no
563,S4,D3,6,2,121.005,2,8.1,C8_2_13.tif,no
564,S4,D3,6,2,121.606,2,8.1,C8_2_14.tif,no
565,S4,D3,6,2,118.63,2,8.1,C8_2_15.tif,no
566,S4,D3,6,2,114.382,2,8.1,C8_2_16.tif,no
567,S4,D3,6,2,110.184,2,8.1,C8_2_18.tif,no
568,S4,D3,6,2,128.96,2,8.1,C8_2_20.tif,no
569,S4,D3,6,2,119.598,2,8.1,C8_2_21.tif,no
570,S4,D3,6,2,122.993,2,8.1,C8_2_22.tif,no
571,S4,D3,6,3,118.735,2,8.1,C8_3_.tif,no
572,S4,D3,6,3,118.261,2,8.1,C8_3_1.tif,no
573,S4,D3,6,3,116.706,2,8.1,C8_3_1.tif,no
574,S4,D3,6,3,115.185,2,8.1,C8_3_1.tif,no
575,S4,D3,6,3,108.61,2,8.1,C8_3_1.tif,yes
576,S4,D3,6,3,109.219,2,8.1,C8_3_1.tif,yes
577,S4,D3,6,3,114.711,2,8.1,C8_3_2.tif,no
578,S4,D3,6,3,111.031,2,8.1,C8_3_4.tif,yes
579,S4,D3,6,3,115.836,2,8.1,C8_3_4.tif,no
580,S4,D3,6,3,121.172,2,8.1,C8_3_5.tif,no
581,S4,D3,6,3,110.906,2,8.1,C8_3_5.tif,no
582,S4,D3,6,3,117.509,2,8.1,C8_3_5.tif,no
583,S4,D3,6,3,115.366,2,8.1,C8_3_5.tif,no
584,S4,D3,6,3,114.75,2,8.1,C8_3_5.tif,no
585,S4,D3,6,3,113.879,2,8.1,C8_3_6.tif,no
586,S4,D3,6,3,120.782,2,8.1,C8_3_8.tif,no
587,S4,D3,6,3,115.552,2,8.1,C8_3_8.tif,no
588,S4,D3,6,3,109.351,2,8.1,C8_3_9.tif,no
589,S4,D3,6,3,112.979,2,8.1,C8_3_9.tif,no
590,S4,D3,6,3,113.402,2,8.1,C8_3_9.tif,no
591,S3,D4,7,1,115.698,2,8.1,C9_1_.tif,no
592,S3,D4,7,1,118.787,2,8.1,C9_1_1.tif,no
593,S3,D4,7,1,120.583,2,8.1,C9_1_2.tif,no
594,S3,D4,7,1,120.44,2,8.1,C9_1_3.tif,no
595,S3,D4,7,1,117.952,2,8.1,C9_1_5.tif,no
596,S3,D4,7,1,120.904,2,8.1,C9_1_6.tif,no
597,S3,D4,7,1,119.465,2,8.1,C9_1_7.tif,no
598,S3,D4,7,1,121.794,2,8.1,C9_1_8.tif,yes
599,S3,D4,7,1,119.02,2,8.1,C9_1_9.tif,no
600,S3,D4,7,1,120.208,2,8.1,C9_1_10.tif,no
601,S3,D4,7,1,122.602,2,8.1,C9_1_10.tif,no
602,S3,D4,7,1,110.934,2,8.1,C9_1_11.tif,no
603,S3,D4,7,1,119.01,2,8.1,C9_1_11.tif,no
604,S3,D4,7,1,116.412,2,8.1,C9_1_12.tif,yes
605,S3,D4,7,1,117.061,2,8.1,C9_1_13.tif,no
606,S3,D4,7,1,121.782,2,8.1,C9_1_14.tif,no
607,S3,D4,7,1,118.473,2,8.1,C9_1_15.tif,no
608,S3,D4,7,1,121.102,2,8.1,C9_1_16.tif,no
609,S3,D4,7,1,118.972,2,8.1,C9_1_17.tif,no
610,S3,D4,7,1,114.698,2,8.1,C9_1_17.tif,no
611,S3,D4,7,2,117.665,2,8.1,C9_2_-1.tif,no
612,S3,D4,7,2,122.398,2,8.1,C9_2_1.tif,no
613,S3,D4,7,2,115.041,2,8.1,C9_2_2.tif,no
614,S3,D4,7,2,117.737,2,8.1,C9_2_2.tif,no
615,S3,D4,7,2,115.185,2,8.1,C9_2_2.tif,no
616,S3,D4,7,2,117.243,2,8.1,C9_2_2.tif,no
617,S3,D4,7,2,118.144,2,8.1,C9_2_2.tif,no
618,S3,D4,7,2,116.883,2,8.1,C9_2_3.tif,no
619,S3,D4,7,2,119.01,2,8.1,C9_2_3.tif,no
620,S3,D4,7,2,119.018,2,8.1,C9_2_4.tif,no
621,S3,D4,7,2,115.714,2,8.1,C9_2_4.tif,yes
622,S3,D4,7,2,117.744,2,8.1,C9_2_4.tif,no
623,S3,D4,7,2,119.356,2,8.1,C9_2_4.tif,no
624,S3,D4,7,2,102.852,2,8.1,C9_2_4.tif,yes
625,S3,D4,7,2,116.584,2,8.1,C9_2_4.tif,no
626,S3,D4,7,2,115.449,2,8.1,C9_2_4.tif,no
627,S3,D4,7,2,115.946,2,8.1,C9_2_4.tif,no
628,S3,D4,7,2,118.021,2,8.1,C9_2_4.tif,no
629,S3,D4,7,2,115.347,2,8.1,C9_2_4.tif,no
630,S3,D4,7,2,123.051,2,8.1,C9_2_4.tif,no
631,S3,D4,7,3,118.423,2,8.1,C9_3_1.tif,no
632,S3,D4,7,3,118.571,2,8.1,C9_3_1.tif,no
633,S3,D4,7,3,118.519,2,8.1,C9_3_2.tif,no
634,S3,D4,7,3,103.25,2,8.1,C9_3_2.tif,yes
635,S3,D4,7,3,119.266,2,8.1,C9_3_3.tif,no
636,S3,D4,7,3,115.706,2,8.1,C9_3_3.tif,no
637,S3,D4,7,3,115.779,2,8.1,C9_3_3.tif,no
638,S3,D4,7,3,119.967,2,8.1,C9_3_3.tif,no
639,S3,D4,7,3,119.884,2,8.1,C9_3_3.tif,no
640,S3,D4,7,3,119.399,2,8.1,C9_3_3.tif,no
641,S3,D4,7,3,118.567,2,8.1,C9_3_3.tif,no
642,S3,D4,7,3,119.896,2,8.1,C9_3_3.tif,no
643,S3,D4,7,3,118.76,2,8.1,C9_3_3.tif,no
644,S3,D4,7,3,115.549,2,8.1,C9_3_3.tif,no
645,S3,D4,7,3,115.101,2,8.1,C9_3_4.tif,yes
646,S3,D4,7,3,120.385,2,8.1,C9_3_5.tif,no
647,S3,D4,7,3,110.583,2,8.1,C9_3_5.tif,no
648,S3,D4,7,3,114.492,2,8.1,C9_3_5.tif,no
649,S3,D4,7,3,116.056,2,8.1,C9_3_5.tif,no
650,S3,D4,7,3,113.962,2,8.1,C9_3_6.tif,no
651,S4,D4,8,1,119.193,2,8.1,C10_1_.tif,no
652,S4,D4,8,1,116.363,2,8.1,C10_1_.tif,no
653,S4,D4,8,1,116.238,2,8.1,C10_1_1.tif,no
654,S4,D4,8,1,121.081,2,8.1,C10_1_1.tif,no
655,S4,D4,8,1,124.093,2,8.1,C10_1_1.tif,no
656,S4,D4,8,1,115.065,2,8.1,C10_1_2.tif,no
657,S4,D4,8,1,121.42,2,8.1,C10_1_3.tif,no
658,S4,D4,8,1,118.738,2,8.1,C10_1_4.tif,no
659,S4,D4,8,1,118.157,2,8.1,C10_1_5.tif,no
660,S4,D4,8,1,118.344,2,8.1,C10_1_5.tif,no
661,S4,D4,8,1,120.592,2,8.1,C10_1_6.tif,yes
662,S4,D4,8,1,115.473,2,8.1,C10_1_7.tif,yes
663,S4,D4,8,1,108.821,2,8.1,C10_1_8.tif,yes
664,S4,D4,8,1,118.809,2,8.1,C10_1_8.tif,no
665,S4,D4,8,1,116.277,2,8.1,C10_1_9.tif,no
666,S4,D4,8,1,117.754,2,8.1,C10_1_9.tif,no
667,S4,D4,8,1,117.524,2,8.1,C10_1_10-1.tif,no
668,S4,D4,8,1,119.49,2,8.1,C10_1_11.tif,no
669,S4,D4,8,1,116.24,2,8.1,C10_1_12.tif,no
670,S4,D4,8,1,117.65,2,8.1,C10_1_12.tif,yes
671,S4,D4,8,2,116.151,2,8.1,C10_2_.tif,no
672,S4,D4,8,2,114.113,2,8.1,C10_2_.tif,no
673,S4,D4,8,2,120.975,2,8.1,C10_2_.tif,no
674,S4,D4,8,2,115.908,2,8.1,C10_2_.tif,no
675,S4,D4,8,2,119.196,2,8.1,C10_2_.tif,no
676,S4,D4,8,2,116.715,2,8.1,C10_2_.tif,no
677,S4,D4,8,2,116.361,2,8.1,C10_2_.tif,no
678,S4,D4,8,2,115.462,2,8.1,C10_2_.tif,no
679,S4,D4,8,2,119.862,2,8.1,C10_2_.tif,no
680,S4,D4,8,2,115.295,2,8.1,C10_2_1.tif,no
681,S4,D4,8,2,118.056,2,8.1,C10_2_2.tif,no
682,S4,D4,8,2,116.585,2,8.1,C10_2_3.tif,no
683,S4,D4,8,2,119.822,2,8.1,C10_2_3.tif,no
684,S4,D4,8,2,116.663,2,8.1,C10_2_3.tif,no
685,S4,D4,8,2,116.991,2,8.1,C10_2_3.tif,no
686,S4,D4,8,2,116.591,2,8.1,C10_2_4.tif,no
687,S4,D4,8,2,113.835,2,8.1,C10_2_4.tif,no
688,S4,D4,8,2,109.701,2,8.1,C10_2_4.tif,no
689,S4,D4,8,2,115.712,2,8.1,C10_2_5.tif,no
690,S4,D4,8,3,122.067,2,8.1,C10_3_-1.tif,no
691,S4,D4,8,3,120.983,2,8.1,C10_3_2.tif,no
692,S4,D4,8,3,116.574,2,8.1,C10_3_3.tif,no
693,S4,D4,8,3,123.366,2,8.1,C10_3_4.tif,no
694,S4,D4,8,3,118.18,2,8.1,C10_3_5.tif,no
695,S4,D4,8,3,118.369,2,8.1,C10_3_6.tif,no
696,S4,D4,8,3,119.731,2,8.1,C10_3_7.tif,no
697,S4,D4,8,3,117.282,2,8.1,C10_3_8.tif,no
698,S4,D4,8,3,119.725,2,8.1,C10_3_9.tif,no
699,S4,D4,8,3,119.061,2,8.1,C10_3_11.tif,no
700,S4,D4,8,3,119.325,2,8.1,C10_3_11.tif,no
701,S4,D4,8,3,118.615,2,8.1,C10_3_12.tif,no
702,S4,D4,8,3,114.427,2,8.1,C10_3_13.tif,no
703,S4,D4,8,3,117.725,2,8.1,C10_3_14.tif,no
704,S4,D4,8,3,117.591,2,8.1,C10_3_15.tif,no
705,S4,D4,8,3,115.744,2,8.1,C10_3_16.tif,no
706,S4,D4,8,3,118.674,2,8.1,C10_3_17.tif,no
707,S4,D4,8,3,116.303,2,8.1,C10_3_18.tif,no
708,S4,D4,8,3,119.325,2,8.1,C10_3_18.tif,no
709,S4,D4,8,3,116.536,2,8.1,C10_3_18.tif,no
710,S3,D3,5,1,93.326,2,7.5,T7_1_.tif,yes
711,S3,D3,5,1,99.682,2,7.5,T7_1_1.tif,yes
712,S3,D3,5,1,104.102,2,7.5,T7_1_2.tif,no
713,S3,D3,5,1,102.938,2,7.5,T7_1_2.tif,no
714,S3,D3,5,1,103.733,2,7.5,T7_1_2.tif,yes
715,S3,D3,5,1,97.234,2,7.5,T7_1_3.tif,yes
716,S3,D3,5,1,84.355,2,7.5,T7_1_4.tif,yes
717,S3,D3,5,1,105.493,2,7.5,T7_1_5.tif,no
718,S3,D3,5,1,102.911,2,7.5,T7_1_6.tif,yes
719,S3,D3,5,1,94.325,2,7.5,T7_1_7.tif,yes
720,S3,D3,5,1,95.335,2,7.5,T7_1_9.tif,yes
721,S3,D3,5,1,102.258,2,7.5,T7_1_11.tif,yes
722,S3,D3,5,1,99.888,2,7.5,T7_1_12.tif,yes
723,S3,D3,5,1,89.933,2,7.5,T7_1_14.tif,yes
724,S3,D3,5,1,102.466,2,7.5,T7_1_16.tif,yes
725,S3,D3,5,1,91.58,2,7.5,T7_1_17.tif,yes
726,S3,D3,5,1,97.936,2,7.5,T7_1_19.tif,yes
727,S3,D3,5,1,94.239,2,7.5,T7_1_19.tif,yes
728,S3,D3,5,1,98.078,2,7.5,T7_1_19.tif,no
729,S3,D3,5,2,96.466,2,7.5,T7_2_2.tif,yes
730,S3,D3,5,2,81.789,2,7.5,T7_2_4.tif,yes
731,S3,D3,5,2,90.777,2,7.5,T7_2_5.tif,yes
732,S3,D3,5,2,100.319,2,7.5,T7_2_5.tif,yes
733,S3,D3,5,2,106.868,2,7.5,T7_2_6.tif,yes
734,S3,D3,5,2,97.606,2,7.5,T7_2_6.tif,yes
735,S3,D3,5,2,102.586,2,7.5,T7_2_7.tif,yes
736,S3,D3,5,2,97.435,2,7.5,T7_2_10-1.tif,yes
737,S3,D3,5,2,101.077,2,7.5,T7_2_11.tif,yes
738,S3,D3,5,2,91.451,2,7.5,T7_2_11.tif,yes
739,S3,D3,5,2,99.641,2,7.5,T7_2_11.tif,yes
740,S3,D3,5,2,98.249,2,7.5,T7_2_11.tif,yes
741,S3,D3,5,2,103.739,2,7.5,T7_2_12.tif,yes
742,S3,D3,5,2,95.84,2,7.5,T7_2_12.tif,yes
743,S3,D3,5,2,98.897,2,7.5,T7_2_13.tif,yes
744,S3,D3,5,2,106.221,2,7.5,T7_2_13.tif,no
745,S3,D3,5,2,95.358,2,7.5,T7_2_14.tif,yes
746,S3,D3,5,2,99.491,2,7.5,T7_2_14.tif,yes
747,S3,D3,5,2,101.298,2,7.5,T7_2_15.tif,yes
748,S3,D3,5,2,99.038,2,7.5,T7_2_15.tif,yes
749,S3,D3,5,3,99.588,2,7.5,T7_3_.tif,yes
750,S3,D3,5,3,100.81,2,7.5,T7_3_.tif,yes
751,S3,D3,5,3,90.303,2,7.5,T7_3_1.tif,yes
752,S3,D3,5,3,104.34,2,7.5,T7_3_2.tif,yes
753,S3,D3,5,3,98.95,2,7.5,T7_3_3.tif,yes
754,S3,D3,5,3,99.03,2,7.5,T7_3_5.tif,no
755,S3,D3,5,3,97.478,2,7.5,T7_3_8.tif,yes
756,S3,D3,5,3,97.797,2,7.5,T7_3_10.tif,yes
757,S3,D3,5,3,104.944,2,7.5,T7_3_10.tif,yes
758,S3,D3,5,3,96.191,2,7.5,T7_3_12.tif,no
759,S3,D3,5,3,109.56,2,7.5,T7_3_14.tif,no
760,S3,D3,5,3,88.685,2,7.5,T7_3_16.tif,yes
761,S3,D3,5,3,103.721,2,7.5,T7_3_17.tif,no
762,S3,D3,5,3,108.249,2,7.5,T7_3_18.tif,yes
763,S3,D3,5,3,101.565,2,7.5,T7_3_18.tif,no
764,S3,D3,5,3,98.196,2,7.5,T7_3_19.tif,yes
765,S3,D3,5,3,104.925,2,7.5,T7_3_20.tif,yes
766,S3,D3,5,3,104.363,2,7.5,T7_3_21.tif,yes
767,S3,D3,5,3,97.325,2,7.5,T7_3_23.tif,yes
768,S3,D3,5,3,98.008,2,7.5,T7_3_24.tif,yes
769,S4,D3,6,1,96.891,2,7.5,T8_1_-1.tif,yes
770,S4,D3,6,1,101.938,2,7.5,T8_1_1.tif,yes
771,S4,D3,6,1,102.35,2,7.5,T8_1_3.tif,yes
772,S4,D3,6,1,104.394,2,7.5,T8_1_4.tif,yes
773,S4,D3,6,1,99.337,2,7.5,T8_1_6.tif,no
774,S4,D3,6,1,100.643,2,7.5,T8_1_7.tif,yes
775,S4,D3,6,1,94.963,2,7.5,T8_1_9.tif,yes
776,S4,D3,6,1,94.965,2,7.5,T8_1_11.tif,yes
777,S4,D3,6,1,101.073,2,7.5,T8_1_20.tif,yes
778,S4,D3,6,1,106.002,2,7.5,T8_1_21.tif,yes
779,S4,D3,6,1,99.407,2,7.5,T8_1_22.tif,yes
780,S4,D3,6,1,100.749,2,7.5,T8_1_23.tif,yes
781,S4,D3,6,1,85.911,2,7.5,T8_1_24.tif,yes
782,S4,D3,6,1,101.597,2,7.5,T8_1_24.tif,yes
783,S4,D3,6,1,91.6,2,7.5,T8_1_25.tif,yes
784,S4,D3,6,1,105.291,2,7.5,T8_1_26.tif,yes
785,S4,D3,6,1,94.275,2,7.5,T8_1_27.tif,yes
786,S4,D3,6,1,95.936,2,7.5,T8_1_28.tif,yes
787,S4,D3,6,1,92.201,2,7.5,T8_1_28.tif,yes
788,S4,D3,6,2,96.127,2,7.5,T8_2_1.tif,yes
789,S4,D3,6,2,97.85,2,7.5,T8_2_2.tif,yes
790,S4,D3,6,2,91.831,2,7.5,T8_2_5.tif,yes
791,S4,D3,6,2,93.259,2,7.5,T8_2_5.tif,yes
792,S4,D3,6,2,91.36,2,7.5,T8_2_6.tif,no
793,S4,D3,6,2,101.301,2,7.5,T8_2_12.tif,yes
794,S4,D3,6,2,89.387,2,7.5,T8_2_12.tif,yes
795,S4,D3,6,2,97.709,2,7.5,T8_2_12.tif,yes
796,S4,D3,6,2,101.279,2,7.5,T8_2_12.tif,yes
797,S4,D3,6,2,101.149,2,7.5,T8_2_13.tif,yes
798,S4,D3,6,2,97.347,2,7.5,T8_2_13.tif,yes
799,S4,D3,6,2,101.53,2,7.5,T8_2_14.tif,no
800,S4,D3,6,2,97.277,2,7.5,T8_2_15.tif,yes
801,S4,D3,6,2,101.162,2,7.5,T8_2_15.tif,yes
802,S4,D3,6,2,101.998,2,7.5,T8_2_15.tif,yes
803,S4,D3,6,2,101.734,2,7.5,T8_2_16.tif,yes
804,S4,D3,6,2,99.01,2,7.5,T8_2_17.tif,yes
805,S4,D3,6,2,96.834,2,7.5,T8_2_17.tif,no
806,S4,D3,6,2,101.29,2,7.5,T8_2_18.tif,yes
