Individual ,Sire,Dam,Family,Culture,Length,Block,pH,photo_ID,Malformed
807,S4,D3,6,2,100.367,2,7.5,T8_2_19.tif,yes
808,S4,D3,6,3,100.428,2,7.5,T8_3_3.tif,yes
809,S4,D3,6,3,106.621,2,7.5,T8_3_4.tif,yes
810,S4,D3,6,3,92.255,2,7.5,T8_3_5.tif,yes
811,S4,D3,6,3,93.202,2,7.5,T8_3_6.tif,yes
812,S4,D3,6,3,98.054,2,7.5,T8_3_11.tif,no
813,S4,D3,6,3,98.293,2,7.5,T8_3_12.tif,yes
814,S4,D3,6,3,103.154,2,7.5,T8_3_13.tif,yes
815,S4,D3,6,3,98.583,2,7.5,T8_3_15.tif,yes
816,S4,D3,6,3,100.522,2,7.5,T8_3_23.tif,no
817,S4,D3,6,3,95.153,2,7.5,T8_3_24.tif,yes
818,S4,D3,6,3,105.666,2,7.5,T8_3_25.tif,no
819,S4,D3,6,3,96.419,2,7.5,T8_3_26.tif,yes
820,S4,D3,6,3,98.553,2,7.5,T8_3_26.tif,yes
821,S4,D3,6,3,101.874,2,7.5,T8_3_26.tif,yes
822,S4,D3,6,3,92.389,2,7.5,T8_3_27.tif,yes
823,S4,D3,6,3,102.796,2,7.5,T8_3_27.tif,no
824,S3,D4,7,1,101.962,2,7.5,T9_1_.tif,yes
825,S3,D4,7,1,94.173,2,7.5,T9_1_1.tif,yes
826,S3,D4,7,1,93.604,2,7.5,T9_1_2.tif,yes
827,S3,D4,7,1,86.871,2,7.5,T9_1_3.tif,yes
828,S3,D4,7,1,102.857,2,7.5,T9_1_3.tif,yes
829,S3,D4,7,1,100.221,2,7.5,T9_1_4.tif,yes
830,S3,D4,7,1,100.219,2,7.5,T9_1_5.tif,yes
831,S3,D4,7,1,98.298,2,7.5,T9_1_5.tif,yes
832,S3,D4,7,1,95.959,2,7.5,T9_1_6.tif,yes
833,S3,D4,7,1,92.529,2,7.5,T9_1_7.tif,yes
834,S3,D4,7,1,97.892,2,7.5,T9_1_8.tif,yes
835,S3,D4,7,1,95.27,2,7.5,T9_1_9.tif,yes
836,S3,D4,7,1,96.934,2,7.5,T9_1_10.tif,yes
837,S3,D4,7,1,94.535,2,7.5,T9_1_10.tif,yes
838,S3,D4,7,1,95.486,2,7.5,T9_1_10.tif,yes
839,S3,D4,7,1,105.56,2,7.5,T9_1_11.tif,yes
840,S3,D4,7,1,104.218,2,7.5,T9_1_12.tif,yes
841,S3,D4,7,1,101.36,2,7.5,T9_1_13.tif,yes
842,S3,D4,7,1,83.772,2,7.5,T9_1_14.tif,yes
843,S3,D4,7,1,97.698,2,7.5,T9_1_15.tif,yes
844,S3,D4,7,2,99.54,2,7.5,T9_2_1.tif,yes
845,S3,D4,7,2,101.74,2,7.5,T9_2_1.tif,yes
846,S3,D4,7,2,96.999,2,7.5,T9_2_2.tif,yes
847,S3,D4,7,2,95.264,2,7.5,T9_2_2.tif,yes
848,S3,D4,7,2,96.988,2,7.5,T9_2_2.tif,yes
849,S3,D4,7,2,103.502,2,7.5,T9_2_3.tif,yes
850,S3,D4,7,2,108.364,2,7.5,T9_2_3.tif,yes
851,S3,D4,7,2,103.395,2,7.5,T9_2_3.tif,yes
852,S3,D4,7,2,102.656,2,7.5,T9_2_3.tif,yes
853,S3,D4,7,2,93.888,2,7.5,T9_2_4.tif,yes
854,S3,D4,7,2,94.811,2,7.5,T9_2_4.tif,yes
855,S3,D4,7,2,95.526,2,7.5,T9_2_4.tif,yes
856,S3,D4,7,2,91.116,2,7.5,T9_2_4.tif,yes
857,S3,D4,7,2,100.675,2,7.5,T9_2_5.tif,yes
858,S3,D4,7,2,97.283,2,7.5,T9_2_6.tif,yes
859,S3,D4,7,2,102.91,2,7.5,T9_2_6.tif,yes
860,S3,D4,7,2,96.534,2,7.5,T9_2_7.tif,yes
861,S3,D4,7,2,103.09,2,7.5,T9_2_10.tif,yes
862,S3,D4,7,2,99.634,2,7.5,T9_2_10.tif,no
863,S3,D4,7,2,104.816,2,7.5,T9_2_10.tif,yes
864,S3,D4,7,3,97.607,2,7.5,T9_3_.tif,yes
865,S3,D4,7,3,99.156,2,7.5,T9_3_1.tif,yes
866,S3,D4,7,3,91.259,2,7.5,T9_3_1.tif,yes
867,S3,D4,7,3,105.288,2,7.5,T9_3_2.tif,yes
868,S3,D4,7,3,106.392,2,7.5,T9_3_3.tif,yes
869,S3,D4,7,3,102.45,2,7.5,T9_3_4.tif,yes
870,S3,D4,7,3,92.661,2,7.5,T9_3_5.tif,yes
871,S3,D4,7,3,107.97,2,7.5,T9_3_6.tif,yes
872,S3,D4,7,3,101.425,2,7.5,T9_3_10.tif,no
873,S3,D4,7,3,86.3,2,7.5,T9_3_11.tif,yes
874,S3,D4,7,3,101.687,2,7.5,T9_3_11.tif,yes
875,S3,D4,7,3,100.093,2,7.5,T9_3_12.tif,yes
876,S3,D4,7,3,104.151,2,7.5,T9_3_13.tif,yes
877,S3,D4,7,3,103.788,2,7.5,T9_3_14.tif,yes
878,S3,D4,7,3,97.55,2,7.5,T9_3_15.tif,yes
879,S3,D4,7,3,102.314,2,7.5,T9_3_16.tif,yes
880,S3,D4,7,3,109.929,2,7.5,T9_3_17.tif,yes
881,S3,D4,7,3,102.608,2,7.5,T9_3_18.tif,yes
882,S3,D4,7,3,103.551,2,7.5,T9_3_19.tif,yes
883,S3,D4,7,3,106.527,2,7.5,T9_3_20.tif,yes
884,S4,D4,8,1,99.945,2,7.5,T10_1_3.tif,yes
885,S4,D4,8,1,94.875,2,7.5,T10_1_8.tif,yes
886,S4,D4,8,1,101.402,2,7.5,T10_1_11.tif,yes
887,S4,D4,8,1,87.151,2,7.5,T10_1_14.tif,yes
888,S4,D4,8,1,92.655,2,7.5,T10_1_17.tif,yes
889,S4,D4,8,1,103.63,2,7.5,T10_1_18.tif,no
890,S4,D4,8,1,104.797,2,7.5,T10_1_20.tif,yes
891,S4,D4,8,1,104.218,2,7.5,T10_1_21.tif,yes
892,S4,D4,8,1,97.302,2,7.5,T10_1_23.tif,yes
893,S4,D4,8,1,101.023,2,7.5,T10_1_24.tif,yes
894,S4,D4,8,1,93.703,2,7.5,T10_1_25.tif,yes
895,S4,D4,8,1,96.694,2,7.5,T10_1_26.tif,yes
896,S4,D4,8,1,90.489,2,7.5,T10_1_27.tif,yes
897,S4,D4,8,1,92.618,2,7.5,T10_1_28.tif,yes
898,S4,D4,8,1,99.777,2,7.5,T10_1_29.tif,yes
899,S4,D4,8,1,108.187,2,7.5,T10_1_30.tif,no
900,S4,D4,8,1,95.405,2,7.5,T10_1_31.tif,yes
901,S4,D4,8,1,103.187,2,7.5,T10_1_32.tif,yes
902,S4,D4,8,1,100.634,2,7.5,T10_1_33.tif,yes
903,S4,D4,8,1,89.233,2,7.5,T10_1_34.tif,yes
904,S4,D4,8,2,103.317,2,7.5,T10_2_.tif,yes
905,S4,D4,8,2,104.331,2,7.5,T10_2_.tif,no
906,S4,D4,8,2,91.457,2,7.5,T10_2_.tif,yes
907,S4,D4,8,2,110.732,2,7.5,T10_2_.tif,yes
908,S4,D4,8,2,99.712,2,7.5,T10_2_.tif,yes
909,S4,D4,8,2,106.564,2,7.5,T10_2_.tif,no
910,S4,D4,8,2,102.424,2,7.5,T10_2_.tif,no
911,S4,D4,8,2,104.753,2,7.5,T10_2_.tif,yes
912,S4,D4,8,2,100.209,2,7.5,T10_2_.tif,yes
913,S4,D4,8,2,95.487,2,7.5,T10_2_.tif,yes
914,S4,D4,8,2,101.182,2,7.5,T10_2_.tif,yes
915,S4,D4,8,2,98.4,2,7.5,T10_2_.tif,yes
916,S4,D4,8,2,104.946,2,7.5,T10_2_.tif,no
917,S4,D4,8,2,98.157,2,7.5,T10_2_1.tif,no
918,S4,D4,8,2,92.291,2,7.5,T10_2_1.tif,yes
919,S4,D4,8,2,103.561,2,7.5,T10_2_2.tif,yes
920,S4,D4,8,2,102.266,2,7.5,T10_2_3.tif,yes
921,S4,D4,8,2,102.308,2,7.5,T10_2_3.tif,yes
922,S4,D4,8,2,96.426,2,7.5,T10_2_3.tif,yes
923,S4,D4,8,2,100.079,2,7.5,T10_2_4.tif,yes
924,S4,D4,8,3,91.23,2,7.5,T10_3_2.tif,yes
925,S4,D4,8,3,100.552,2,7.5,T10_3_2.tif,yes
926,S4,D4,8,3,108.575,2,7.5,T10_3_3.tif,yes
927,S4,D4,8,3,104.287,2,7.5,T10_3_3.tif,no
928,S4,D4,8,3,92.222,2,7.5,T10_3_3.tif,yes
929,S4,D4,8,3,100.777,2,7.5,T10_3_4.tif,yes
930,S4,D4,8,3,103.428,2,7.5,T10_3_5.tif,yes
931,S4,D4,8,3,100.546,2,7.5,T10_3_5.tif,yes
932,S4,D4,8,3,104.584,2,7.5,T10_3_6.tif,yes
933,S4,D4,8,3,101.422,2,7.5,T10_3_7.tif,yes
934,S4,D4,8,3,102.727,2,7.5,T10_3_7.tif,yes
935,S4,D4,8,3,87.76,2,7.5,T10_3_7.tif,yes
936,S4,D4,8,3,102.824,2,7.5,T10_3_7.tif,yes
937,S4,D4,8,3,105.723,2,7.5,T10_3_8.tif,yes
938,S4,D4,8,3,100.317,2,7.5,T10_3_9.tif,yes
939,S4,D4,8,3,107.789,2,7.5,T10_3_9.tif,yes
940,S4,D4,8,3,107.046,2,7.5,T10_3_10.tif,yes
941,S4,D4,8,3,101.261,2,7.5,T10_3_10.tif,yes
942,S4,D4,8,3,104.833,2,7.5,T10_3_11.tif,yes
943,S4,D4,8,3,89.182,2,7.5,T10_3_11.tif,yes
944,S5,D5,9,1,109.581,3,8.1,C11_1_.tif,yes
945,S5,D5,9,1,115.641,3,8.1,C11_1_.tif,no
946,S5,D5,9,1,115.216,3,8.1,C11_1_1.tif,no
947,S5,D5,9,1,111.224,3,8.1,C11_1_1.tif,no
948,S5,D5,9,1,109.486,3,8.1,C11_1_1.tif,yes
949,S5,D5,9,1,118.848,3,8.1,C11_1_1.tif,no
950,S5,D5,9,1,113.544,3,8.1,C11_1_1.tif,no
951,S5,D5,9,1,116.005,3,8.1,C11_1_1.tif,yes
952,S5,D5,9,1,115.566,3,8.1,C11_1_1.tif,no
953,S5,D5,9,1,116.905,3,8.1,C11_1_2.tif,no
954,S5,D5,9,1,119.125,3,8.1,C11_1_3.tif,no
955,S5,D5,9,1,112.1,3,8.1,C11_1_3.tif,no
956,S5,D5,9,1,115.307,3,8.1,C11_1_3.tif,no
957,S5,D5,9,1,112.348,3,8.1,C11_1_7.tif,no
958,S5,D5,9,1,105.76,3,8.1,C11_1_8.tif,no
959,S5,D5,9,1,114.32,3,8.1,C11_1_8.tif,no
960,S5,D5,9,1,119.836,3,8.1,C11_1_8.tif,no
961,S5,D5,9,1,113.436,3,8.1,C11_1_8.tif,no
962,S5,D5,9,1,112.065,3,8.1,C11_1_9.tif,no
963,S5,D5,9,1,115.021,3,8.1,C11_1_9.tif,no
964,S5,D5,9,2,115.305,3,8.1,C11_2_.tif,no
965,S5,D5,9,2,116.484,3,8.1,C11_2_1.tif,no
966,S5,D5,9,2,119.033,3,8.1,C11_2_2.tif,no
967,S5,D5,9,2,114.623,3,8.1,C11_2_4.tif,no
968,S5,D5,9,2,119.045,3,8.1,C11_2_4.tif,no
969,S5,D5,9,2,112.184,3,8.1,C11_2_6.tif,no
970,S5,D5,9,2,111.235,3,8.1,C11_2_7.tif,no
971,S5,D5,9,2,115.7,3,8.1,C11_2_8.tif,no
972,S5,D5,9,2,115.212,3,8.1,C11_2_9.tif,no
973,S5,D5,9,2,116.2,3,8.1,C11_2_10-1.tif,no
974,S5,D5,9,2,95.485,3,8.1,C11_2_12.tif,yes
975,S5,D5,9,2,108.75,3,8.1,C11_2_13.tif,yes
976,S5,D5,9,2,113.298,3,8.1,C11_2_14.tif,no
977,S5,D5,9,2,113.564,3,8.1,C11_2_17.tif,no
978,S5,D5,9,2,118.877,3,8.1,C11_2_20.tif,no
979,S5,D5,9,2,121.761,3,8.1,C11_2_21.tif,no
980,S5,D5,9,2,114.468,3,8.1,C11_2_21.tif,yes
981,S5,D5,9,2,115.602,3,8.1,C11_2_22.tif,no
982,S5,D5,9,2,120.793,3,8.1,C11_2_23.tif,no
983,S5,D5,9,2,108.201,3,8.1,C11_2_24.tif,no
984,S5,D5,9,3,105.766,3,8.1,C11_3_3.tif,no
985,S5,D5,9,3,115.778,3,8.1,C11_3_9.tif,no
986,S5,D5,9,3,112.876,3,8.1,C11_3_13.tif,no
987,S5,D5,9,3,112.985,3,8.1,C11_3_14.tif,no
988,S5,D5,9,3,112.813,3,8.1,C11_3_15.tif,no
989,S5,D5,9,3,116.047,3,8.1,C11_3_16.tif,no
990,S5,D5,9,3,108.919,3,8.1,C11_3_17.tif,yes
991,S5,D5,9,3,116.431,3,8.1,C11_3_18.tif,no
992,S5,D5,9,3,115.195,3,8.1,C11_3_19.tif,no
993,S5,D5,9,3,116.366,3,8.1,C11_3_20.tif,no
994,S5,D5,9,3,115.803,3,8.1,C11_3_21.tif,no
995,S5,D5,9,3,114.542,3,8.1,C11_3_22.tif,no
996,S5,D5,9,3,112.645,3,8.1,C11_3_22.tif,no
997,S5,D5,9,3,115.621,3,8.1,C11_3_23.tif,no
998,S5,D5,9,3,116.863,3,8.1,C11_3_24.tif,no
999,S5,D5,9,3,117.814,3,8.1,C11_3_25.tif,no
1000,S5,D5,9,3,110.236,3,8.1,C11_3_26.tif,no
1001,S5,D5,9,3,112.843,3,8.1,C11_3_26.tif,no
1002,S5,D5,9,3,113.135,3,8.1,C11_3_27.tif,no
1003,S5,D5,9,3,116.907,3,8.1,C11_3_28.tif,no
1004,S6,D5,10,1,116.643,3,8.1,C12_1_.tif,no
1005,S6,D5,10,1,117.654,3,8.1,C12_1_1.tif,no
1006,S6,D5,10,1,115.075,3,8.1,C12_1_1.tif,no
1007,S6,D5,10,1,114.263,3,8.1,C12_1_1.tif,no
1008,S6,D5,10,1,115.739,3,8.1,C12_1_2.tif,no
1009,S6,D5,10,1,114.143,3,8.1,C12_1_2.tif,no
1010,S6,D5,10,1,119.373,3,8.1,C12_1_2.tif,no
1011,S6,D5,10,1,114.606,3,8.1,C12_1_2.tif,no
1012,S6,D5,10,1,116.894,3,8.1,C12_1_2.tif,no
1013,S6,D5,10,1,115.282,3,8.1,C12_1_3.tif,no
1014,S6,D5,10,1,115.074,3,8.1,C12_1_5.tif,no
1015,S6,D5,10,1,114.055,3,8.1,C12_1_5.tif,no
1016,S6,D5,10,1,115.073,3,8.1,C12_1_5.tif,no
1017,S6,D5,10,1,117.083,3,8.1,C12_1_9.tif,yes
1018,S6,D5,10,1,118.22,3,8.1,C12_1_10-1.tif,no
1019,S6,D5,10,1,112.691,3,8.1,C12_1_10-1.tif,no
1020,S6,D5,10,1,116.628,3,8.1,C12_1_10-1.tif,no
1021,S6,D5,10,1,123.148,3,8.1,C12_1_11.tif,no
1022,S6,D5,10,1,118.216,3,8.1,C12_1_11.tif,no
1023,S6,D5,10,1,115.497,3,8.1,C12_1_12.tif,no
1024,S6,D5,10,2,112.416,3,8.1,C12_2_1.tif,no
1025,S6,D5,10,2,115.761,3,8.1,C12_2_2.tif,no
1026,S6,D5,10,2,116.006,3,8.1,C12_2_4.tif,no
1027,S6,D5,10,2,105.795,3,8.1,C12_2_6.tif,yes
1028,S6,D5,10,2,115.441,3,8.1,C12_2_7.tif,no
1029,S6,D5,10,2,104.245,3,8.1,C12_2_8.tif,no
1030,S6,D5,10,2,113.393,3,8.1,C12_2_9.tif,no
1031,S6,D5,10,2,116.483,3,8.1,C12_2_9.tif,yes
1032,S6,D5,10,2,112.187,3,8.1,C12_2_10-1.tif,no
1033,S6,D5,10,2,117.423,3,8.1,C12_2_14.tif,no
1034,S6,D5,10,2,111.301,3,8.1,C12_2_15.tif,no
1035,S6,D5,10,2,118.432,3,8.1,C12_2_16.tif,no
1036,S6,D5,10,2,114.915,3,8.1,C12_2_17.tif,no
1037,S6,D5,10,2,121.208,3,8.1,C12_2_18.tif,no
1038,S6,D5,10,2,115.642,3,8.1,C12_2_19.tif,no
1039,S6,D5,10,2,117.105,3,8.1,C12_2_20.tif,no
1040,S6,D5,10,2,112.886,3,8.1,C12_2_21.tif,no
1041,S6,D5,10,2,112.82,3,8.1,C12_2_22.tif,no
1042,S6,D5,10,2,112.928,3,8.1,C12_2_23.tif,no
1043,S6,D5,10,2,118.636,3,8.1,C12_2_23.tif,no
1044,S6,D5,10,3,113.717,3,8.1,C12_3_1.tif,no
1045,S6,D5,10,3,115.441,3,8.1,C12_3_3.tif,no
1046,S6,D5,10,3,111.251,3,8.1,C12_3_4.tif,no
1047,S6,D5,10,3,117.101,3,8.1,C12_3_5.tif,no
1048,S6,D5,10,3,114.965,3,8.1,C12_3_6.tif,no
1049,S6,D5,10,3,119.763,3,8.1,C12_3_7.tif,no
1050,S6,D5,10,3,112.31,3,8.1,C12_3_8.tif,no
1051,S6,D5,10,3,118.694,3,8.1,C12_3_9.tif,no
1052,S6,D5,10,3,104.161,3,8.1,C12_3_10.tif,yes
1053,S6,D5,10,3,113.514,3,8.1,C12_3_11.tif,no
1054,S6,D5,10,3,116.436,3,8.1,C12_3_12.tif,no
1055,S6,D5,10,3,112.631,3,8.1,C12_3_13.tif,no
1056,S6,D5,10,3,116.249,3,8.1,C12_3_14.tif,no
1057,S6,D5,10,3,116.234,3,8.1,C12_3_15.tif,no
1058,S6,D5,10,3,112.621,3,8.1,C12_3_16.tif,no
1059,S6,D5,10,3,111.105,3,8.1,C12_3_17.tif,no
1060,S6,D5,10,3,118.528,3,8.1,C12_3_18.tif,no
1061,S6,D5,10,3,111.779,3,8.1,C12_3_19.tif,no
1062,S6,D5,10,3,112.91,3,8.1,C12_3_19.tif,no
1063,S6,D5,10,3,115.469,3,8.1,C12_3_20.tif,no
1064,S5,D6,11,1,119.389,3,8.1,C13_1_.tif,no
1065,S5,D6,11,1,121.332,3,8.1,C13_1_.tif,no
1066,S5,D6,11,1,121.197,3,8.1,C13_1_.tif,no
1067,S5,D6,11,1,115.448,3,8.1,C13_1_.tif,no
1068,S5,D6,11,1,121.243,3,8.1,C13_1_.tif,no
1069,S5,D6,11,1,118.613,3,8.1,C13_1_.tif,no
1070,S5,D6,11,1,123.291,3,8.1,C13_1_.tif,no
1071,S5,D6,11,1,123.553,3,8.1,C13_1_.tif,no
1072,S5,D6,11,1,119.632,3,8.1,C13_1_.tif,no
1073,S5,D6,11,1,121.725,3,8.1,C13_1_.tif,no
1074,S5,D6,11,1,116.359,3,8.1,C13_1_.tif,no
1075,S5,D6,11,1,119.307,3,8.1,C13_1_.tif,no
1076,S5,D6,11,1,118.917,3,8.1,C13_1_.tif,no
1077,S5,D6,11,1,115.741,3,8.1,C13_1_1.tif,no
1078,S5,D6,11,1,123.483,3,8.1,C13_1_1.tif,no
1079,S5,D6,11,1,116.257,3,8.1,C13_1_1.tif,no
1080,S5,D6,11,1,119.01,3,8.1,C13_1_1.tif,no
1081,S5,D6,11,1,119.856,3,8.1,C13_1_1.tif,no
1082,S5,D6,11,1,118.205,3,8.1,C13_1_1.tif,no
1083,S5,D6,11,1,123.314,3,8.1,C13_1_2.tif,no
1084,S5,D6,11,2,118.095,3,8.1,C13_2_.tif,no
1085,S5,D6,11,2,116.839,3,8.1,C13_2_.tif,no
1086,S5,D6,11,2,114.829,3,8.1,C13_2_.tif,no
1087,S5,D6,11,2,113.163,3,8.1,C13_2_.tif,no
1088,S5,D6,11,2,118.514,3,8.1,C13_2_.tif,no
1089,S5,D6,11,2,120.974,3,8.1,C13_2_.tif,no
1090,S5,D6,11,2,120.456,3,8.1,C13_2_.tif,no
1091,S5,D6,11,2,120.697,3,8.1,C13_2_.tif,no
1092,S5,D6,11,2,120.923,3,8.1,C13_2_.tif,no
1093,S5,D6,11,2,113.597,3,8.1,C13_2_.tif,no
1094,S5,D6,11,2,116.265,3,8.1,C13_2_1.tif,no
1095,S5,D6,11,2,118.393,3,8.1,C13_2_1.tif,no
1096,S5,D6,11,2,119.389,3,8.1,C13_2_2.tif,no
1097,S5,D6,11,2,117.723,3,8.1,C13_2_2.tif,no
1098,S5,D6,11,2,113.182,3,8.1,C13_2_3.tif,no
1099,S5,D6,11,2,118.594,3,8.1,C13_2_3.tif,no
1100,S5,D6,11,2,114.189,3,8.1,C13_2_3.tif,no
1101,S5,D6,11,2,112.955,3,8.1,C13_2_3.tif,yes
1102,S5,D6,11,2,119.899,3,8.1,C13_2_4.tif,no
1103,S5,D6,11,2,120.462,3,8.1,C13_2_5.tif,no
1104,S5,D6,11,3,112.48,3,8.1,C13_3_.tif,no
1105,S5,D6,11,3,120.784,3,8.1,C13_3_.tif,no
1106,S5,D6,11,3,118.728,3,8.1,C13_3_1.tif,no
1107,S5,D6,11,3,118.296,3,8.1,C13_3_2.tif,no
1108,S5,D6,11,3,118.158,3,8.1,C13_3_2.tif,no
1109,S5,D6,11,3,120.54,3,8.1,C13_3_2.tif,no
1110,S5,D6,11,3,119.563,3,8.1,C13_3_3.tif,no
1111,S5,D6,11,3,122.649,3,8.1,C13_3_3.tif,no
1112,S5,D6,11,3,117.774,3,8.1,C13_3_3.tif,no
1113,S5,D6,11,3,112.139,3,8.1,C13_3_3.tif,no
1114,S5,D6,11,3,121.271,3,8.1,C13_3_4.tif,no
1115,S5,D6,11,3,121.698,3,8.1,C13_3_4.tif,no
1116,S5,D6,11,3,118.065,3,8.1,C13_3_4.tif,no
1117,S5,D6,11,3,122.548,3,8.1,C13_3_5.tif,no
1118,S5,D6,11,3,110.45,3,8.1,C13_3_5.tif,no
1119,S5,D6,11,3,111.096,3,8.1,C13_3_5.tif,no
1120,S5,D6,11,3,115.799,3,8.1,C13_3_5.tif,no
1121,S5,D6,11,3,121.634,3,8.1,C13_3_6.tif,no
1122,S5,D6,11,3,121.979,3,8.1,C13_3_6.tif,no
1123,S6,D6,12,1,119.018,3,8.1,C14_1_.tif,no
1124,S6,D6,12,1,118.879,3,8.1,C14_1_1.tif,no
1125,S6,D6,12,1,116.827,3,8.1,C14_1_2.tif,no
1126,S6,D6,12,1,124.49,3,8.1,C14_1_2.tif,no
1127,S6,D6,12,1,119.769,3,8.1,C14_1_2.tif,no
1128,S6,D6,12,1,112.901,3,8.1,C14_1_3.tif,no
1129,S6,D6,12,1,119.286,3,8.1,C14_1_4.tif,no
1130,S6,D6,12,1,120.477,3,8.1,C14_1_4.tif,no
1131,S6,D6,12,1,119.61,3,8.1,C14_1_4.tif,no
1132,S6,D6,12,1,116.888,3,8.1,C14_1_5.tif,no
1133,S6,D6,12,1,117.797,3,8.1,C14_1_6.tif,no
1134,S6,D6,12,1,117.867,3,8.1,C14_1_7.tif,no
1135,S6,D6,12,1,109.537,3,8.1,C14_1_8.tif,yes
1136,S6,D6,12,1,121.593,3,8.1,C14_1_9.tif,no
1137,S6,D6,12,1,116.843,3,8.1,C14_1_10.tif,no
1138,S6,D6,12,1,120.069,3,8.1,C14_1_10.tif,no
1139,S6,D6,12,1,118.264,3,8.1,C14_1_10.tif,no
1140,S6,D6,12,1,118.741,3,8.1,C14_1_10.tif,no
1141,S6,D6,12,1,120.39,3,8.1,C14_1_11.tif,no
1142,S6,D6,12,1,115.996,3,8.1,C14_1_12.tif,no
1143,S6,D6,12,2,120.188,3,8.1,C14_2_-1.tif,no
1144,S6,D6,12,2,119.716,3,8.1,C14_2_1.tif,no
1145,S6,D6,12,2,120.62,3,8.1,C14_2_2.tif,no
1146,S6,D6,12,2,120.31,3,8.1,C14_2_2.tif,no
1147,S6,D6,12,2,119.392,3,8.1,C14_2_4.tif,no
1148,S6,D6,12,2,118.158,3,8.1,C14_2_5.tif,no
1149,S6,D6,12,2,119.438,3,8.1,C14_2_6.tif,no
1150,S6,D6,12,2,119.494,3,8.1,C14_2_7.tif,no
1151,S6,D6,12,2,117.03,3,8.1,C14_2_8.tif,no
1152,S6,D6,12,2,115.831,3,8.1,C14_2_9.tif,no
1153,S6,D6,12,2,116.223,3,8.1,C14_2_9.tif,no
1154,S6,D6,12,2,119.847,3,8.1,C14_2_9.tif,no
1155,S6,D6,12,2,116.336,3,8.1,C14_2_10-1.tif,no
1156,S6,D6,12,2,118.993,3,8.1,C14_2_11.tif,no
1157,S6,D6,12,2,119.967,3,8.1,C14_2_12.tif,no
1158,S6,D6,12,2,116.851,3,8.1,C14_2_12.tif,no
1159,S6,D6,12,2,117.731,3,8.1,C14_2_13.tif,no
1160,S6,D6,12,2,120.752,3,8.1,C14_2_14.tif,no
1161,S6,D6,12,2,121.114,3,8.1,C14_2_15.tif,no
1162,S6,D6,12,2,121.393,3,8.1,C14_2_16.tif,no
1163,S6,D6,12,3,118.965,3,8.1,C14_3_2.tif,no
1164,S6,D6,12,3,113.745,3,8.1,C14_3_3.tif,no
1165,S6,D6,12,3,113.022,3,8.1,C14_3_4.tif,no
1166,S6,D6,12,3,121.808,3,8.1,C14_3_5.tif,no
1167,S6,D6,12,3,118.761,3,8.1,C14_3_6.tif,no
1168,S6,D6,12,3,120.8,3,8.1,C14_3_8.tif,no
1169,S6,D6,12,3,116.431,3,8.1,C14_3_9.tif,no
1170,S6,D6,12,3,116.625,3,8.1,C14_3_10-1.tif,no
1171,S6,D6,12,3,118.243,3,8.1,C14_3_11.tif,no
1172,S6,D6,12,3,121.425,3,8.1,C14_3_13.tif,no
1173,S6,D6,12,3,123.223,3,8.1,C14_3_14.tif,no
1174,S6,D6,12,3,119.463,3,8.1,C14_3_14.tif,no
1175,S6,D6,12,3,122.088,3,8.1,C14_3_14.tif,no
1176,S6,D6,12,3,116.405,3,8.1,C14_3_15.tif,no
1177,S6,D6,12,3,123.584,3,8.1,C14_3_16.tif,no
1178,S6,D6,12,3,112.684,3,8.1,C14_3_17.tif,no
1179,S6,D6,12,3,123.757,3,8.1,C14_3_18.tif,no
1180,S6,D6,12,3,121.15,3,8.1,C14_3_18.tif,no
1181,S6,D6,12,3,121.606,3,8.1,C14_3_19.tif,no
1182,S6,D6,12,3,117.824,3,8.1,C14_3_19.tif,no
1183,S5,D5,9,1,100.574,3,7.5,T11_1_1.tif,yes
1184,S5,D5,9,1,100.546,3,7.5,T11_1_3.tif,yes
1185,S5,D5,9,1,101.509,3,7.5,T11_1_5.tif,yes
1186,S5,D5,9,1,109.958,3,7.5,T11_1_6.tif,no
1187,S5,D5,9,1,99.929,3,7.5,T11_1_7.tif,no
1188,S5,D5,9,1,97.196,3,7.5,T11_1_9.tif,yes
1189,S5,D5,9,1,99.451,3,7.5,T11_1_9.tif,no
1190,S5,D5,9,1,104.144,3,7.5,T11_1_11.tif,no
1191,S5,D5,9,1,104.076,3,7.5,T11_1_12.tif,no
1192,S5,D5,9,1,100.428,3,7.5,T11_1_12.tif,no
1193,S5,D5,9,1,101.687,3,7.5,T11_1_13.tif,yes
1194,S5,D5,9,1,101.302,3,7.5,T11_1_14.tif,no
1195,S5,D5,9,1,101.162,3,7.5,T11_1_18.tif,yes
1196,S5,D5,9,1,102.314,3,7.5,T11_1_19.tif,no
1197,S5,D5,9,1,105.739,3,7.5,T11_1_19.tif,yes
1198,S5,D5,9,1,104.175,3,7.5,T11_1_20.tif,no
1199,S5,D5,9,1,95.214,3,7.5,T11_1_21.tif,yes
1200,S5,D5,9,1,101.736,3,7.5,T11_1_22.tif,yes
1201,S5,D5,9,1,83.582,3,7.5,T11_1_23.tif,yes
1202,S5,D5,9,1,98.844,3,7.5,T11_1_24.tif,yes
1203,S5,D5,9,2,104.7,3,7.5,T11_2_1.tif,no
1204,S5,D5,9,2,109.246,3,7.5,T11_2_6.tif,no
1205,S5,D5,9,2,100.539,3,7.5,T11_2_6.tif,no
1206,S5,D5,9,2,105.416,3,7.5,T11_2_6.tif,no
1207,S5,D5,9,2,109.304,3,7.5,T11_2_6.tif,yes
